"CCLE_19Q4_gene_symbol","HGNC_ID","HGNC_approved_symbol","HGNC_alias_symbols","HGNC_previous_symbols"
"ARHGAP19","HGNC:23724","ARHGAP19","FLJ00194|MGC14258",""
"HAUS7","HGNC:32979","HAUS7","UIP1","UCHL5IP"
"LCAT","HGNC:6522","LCAT","",""
"MAGEA12","HGNC:6799","MAGEA12","CT1.12","MAGE12"
"PTPRCAP","HGNC:9667","PTPRCAP","LPAP|CD45-AP",""
"PVRIG","HGNC:32190","PVRIG","MGC2463|C7orf15|CD112R",""
"KRTAP4.12","HGNC:16776","KRTAP4-12","KAP4.12",""
"KRTAP2.4","HGNC:18891","KRTAP2-4","KAP2.4",""
"GPC2","HGNC:4450","GPC2","cerebroglycan|FLJ38962|DKFZp547M109",""
"KRT222","HGNC:28695","KRT222","KA21|MGC45562","KRT222P"
"OR5AC1","HGNC:15047","OR5AC1","","OR5AC1P"
"SIPA1","HGNC:10885","SIPA1","SPA1",""
"ERV3.1","HGNC:3454","ERV3-1","H-PLK|HERV-R|ERV-R|envR","ERV3"
"SYNJ2BP","HGNC:18955","SYNJ2BP","Arip2",""
"ARL2","HGNC:693","ARL2","ARFL2",""
"GBP7","HGNC:29606","GBP7","FLJ38822|GBP4L",""
"RBMXL1","HGNC:25073","RBMXL1","KAT3",""
"SRA1","HGNC:11281","SRA1","SRA|STRAA1",""
"STIMATE","HGNC:30526","STIMATE","MGC52022","TMEM110"
"DNAJC9","HGNC:19123","DNAJC9","JDD1|SB73",""
"C8orf82","HGNC:33826","C8orf82","MGC70857",""
"CPLX3","HGNC:27652","CPLX3","CPX-III",""
"VDAC1","HGNC:12669","VDAC1","MGC111064|PORIN",""
"ZBTB9","HGNC:28323","ZBTB9","MGC23166|ZNF919",""
"TMX2","HGNC:30739","TMX2","PDIA12","TXNDC14"
"HEXA","HGNC:4878","HEXA","",""
"NDUFS3","HGNC:7710","NDUFS3","CI-30",""
"LEPROT","HGNC:29477","LEPROT","OBRGRP|OB-RGRP|VPS55|FLJ90360",""
"LBH","HGNC:29532","LBH","",""
"ADAT3","HGNC:25151","ADAT3","TAD3",""
"PPP1CB","HGNC:9282","PPP1CB","PP1B|PP-1B|PP1beta|PP1c|MP|PPP1beta",""
"SULT1A4","HGNC:30004","SULT1A4","",""
"GPSM3","HGNC:13945","GPSM3","NG1|G18|G18.1a|G18.1b|G18.2|AGS4","C6orf9"
"LAT","HGNC:18874","LAT","LAT1",""
"NCKIPSD","HGNC:15486","NCKIPSD","AF3P21|SPIN90|ORF1|WISH|WASLBP|DIP1",""
"ATF6B","HGNC:2349","ATF6B","G13","CREBL1"
"TREX1","HGNC:12269","TREX1","DRN3","AGS1"
"S1PR3","HGNC:3167","S1PR3","EDG-3|FLJ37523|bA791O21.3","EDG3|C9orf47|C9orf108"
"SLC35F6","HGNC:26055","SLC35F6","FLJ20555|ANT2BP|TANGO9","C2orf18"
"FAM209B","HGNC:16101","FAM209B","dJ1153D9.4","C20orf107"
"CLIC1","HGNC:2062","CLIC1","NCC27|p64CLCP|G6|CLCNL1",""
"DDAH2","HGNC:2716","DDAH2","G6A",""
"RPS29","HGNC:10419","RPS29","S29|uS14",""
"UGT2B11","HGNC:12545","UGT2B11","",""
"ATP6V1G2","HGNC:862","ATP6V1G2","Vma10|NG38|Em:AC004181.3","ATP6G|ATP6G2"
"ZNF134","HGNC:12918","ZNF134","pHZ-15",""
"GTF2H4","HGNC:4658","GTF2H4","TFB2|TFIIH|P52",""
"DDX47","HGNC:18682","DDX47","DKFZp564O176|FLJ30012|HQ0256|RRP3",""
"ZNF888","HGNC:38695","ZNF888","",""
"ZNF845","HGNC:25112","ZNF845","",""
"KLRK1","HGNC:18788","KLRK1","NKG2D|KLR|NKG2-D|CD314","D12S2489E"
"CEACAM18","HGNC:31949","CEACAM18","",""
"EMP2","HGNC:3334","EMP2","XMP",""
"KCTD11","HGNC:21302","KCTD11","REN|KCASH1","C17orf36"
"C8orf44","HGNC:25646","C8orf44","FLJ11267",""
"UBD","HGNC:18795","UBD","FAT10",""
"PPM1N","HGNC:26845","PPM1N","FLJ40125",""
"CEACAM16","HGNC:31948","CEACAM16","DFNA4B",""
"SLC23A3","HGNC:20601","SLC23A3","SVCT3|FLJ31168|Yspl1",""
"LTB4R","HGNC:6713","LTB4R","BLTR|P2Y7|LTB4R1","P2RY7|GPR16|CMKRL1"
"LTB4R2","HGNC:19260","LTB4R2","BLTR2|BLT2|JULF2|NOP9",""
"DNASE1","HGNC:2956","DNASE1","","DNL1"
"MDP1","HGNC:28781","MDP1","MGC5987|FN6Pase",""
"LEUTX","HGNC:31953","LEUTX","",""
"CSNK1E","HGNC:2453","CSNK1E","HCKIE|CKIE|CKIepsilon",""
"CCL27","HGNC:10626","CCL27","ALP|ILC|CTACK|skinkine|ESkine|PESKY|CTAK","SCYA27"
"IRF9","HGNC:6131","IRF9","","ISGF3G"
"GALT","HGNC:4135","GALT","",""
"HBE1","HGNC:4830","HBE1","HBE",""
"HBG1","HGNC:4831","HBG1","HBG-T2",""
"CLDN9","HGNC:2051","CLDN9","",""
"ITGA1","HGNC:6134","ITGA1","VLA1|CD49a",""
"NUDT19","HGNC:32036","NUDT19","RP2",""
"ZNF726","HGNC:32462","ZNF726","","ZNF92P3"
"ZNF99","HGNC:13175","ZNF99","MGC24986","C19orf9"
"TAX1BP3","HGNC:30684","TAX1BP3","TIP-1",""
"AP1G2","HGNC:556","AP1G2","G2AD",""
"ZNF90","HGNC:13165","ZNF90","HTF9",""
"NAXD","HGNC:25576","NAXD","LP3298|FLJ10769","CARKD"
"TM6SF2","HGNC:11861","TM6SF2","Lpr4",""
"MEF2B","HGNC:6995","MEF2B","RSRFR2",""
"GANC","HGNC:4139","GANC","",""
"TTLL3","HGNC:24483","TTLL3","DKFZP434B103|HOTTL",""
"REPIN1","HGNC:17922","REPIN1","RIP60|AP4|H_DJ0584D14.12|Zfp464","ZNF464"
"MRPL23","HGNC:10322","MRPL23","L23MRP","RPL23L"
"ZNF891","HGNC:38709","ZNF891","",""
"IFNA7","HGNC:5428","IFNA7","IFNA-J|IFN-alphaJ",""
"SMIM7","HGNC:28419","SMIM7","MGC2747","C19orf42"
"FBXO16","HGNC:13618","FBXO16","FBX16",""
"TSPAN4","HGNC:11859","TSPAN4","NAG-2|TSPAN-4|TETRASPAN","TM4SF7"
"CPNE1","HGNC:2314","CPNE1","CPN1",""
"ARL16","HGNC:27902","ARL16","",""
"SMCO1","HGNC:27407","SMCO1","FLJ41923|DKFZp313B0440","C3orf43"
"WEE2","HGNC:19684","WEE2","FLJ16107|WEE1B",""
"MAGEB1","HGNC:6808","MAGEB1","MAGEL1|MAGE-Xp|DAM10|MGC9322|CT3.1",""
"LYRM4","HGNC:21365","LYRM4","CGI-203|ISD11","C6orf149"
"MYCBP","HGNC:7554","MYCBP","AMY-1",""
"TMEM213","HGNC:27220","TMEM213","",""
"PRCD","HGNC:32528","PRCD","RP36",""
"ALG3","HGNC:23056","ALG3","NOT56L|Not56|CDGS4|D16Ertd36e",""
"SH3D21","HGNC:26236","SH3D21","FLJ22938","C1orf113"
"SMIM30","HGNC:48953","SMIM30","","LINC00998"
"C19orf38","HGNC:34073","C19orf38","HIDE1",""
"IQCJ","HGNC:32406","IQCJ","",""
"C17orf67","HGNC:27900","C17orf67","",""
"MINDY4B","HGNC:35475","MINDY4B","","C3orf76|FAM188B2"
"FIS1","HGNC:21689","FIS1","CGI-135|H_NH0132A01.6","TTC11"
"ANG","HGNC:483","ANG","RNASE5|RAA1",""
"NPS","HGNC:33940","NPS","",""
"COLCA2","HGNC:26978","POU2AF3","CASC13|OCA-T2","C11orf93|COLCA2"
"SPDYE3","HGNC:35462","SPDYE3","",""
"MBLAC1","HGNC:22180","MBLAC1","MGC49416",""
"C3orf56","HGNC:32481","PRR23E","FLJ40141","C3orf56"
"FOXI3","HGNC:35123","FOXI3","",""
"SOGA3","HGNC:21494","SOGA3","dJ403A15.3","C6orf174"
"NEURL1B","HGNC:35422","NEURL1B","DKFZP761M1511|Neur2|RNF67B",""
"EFCAB9","HGNC:34530","EFCAB9","",""
"HAUS3","HGNC:28719","HAUS3","MGC4701|IT1|dgt3","C4orf15"
"VSTM5","HGNC:34443","VSTM5","LOC387804","C11orf90"
"LCNL1","HGNC:34436","LCNL1","FLJ45224",""
"BBIP1","HGNC:28093","BBIP1","bA348N5.3|BBIP10|BBS18","NCRNA00081"
"TRIM77","HGNC:34228","TRIM77","","TRIM77P"
"GNAT3","HGNC:22800","GNAT3","gustducin|GDCA",""
"AS3MT","HGNC:17452","AS3MT","CYT19",""
"FAM187A","HGNC:35153","FAM187A","",""
"PLIN5","HGNC:33196","PLIN5","LSDP5|LSDA5|OXPAT|MLDP",""
"SEC14L6","HGNC:40047","SEC14L6","",""
"SPINK13","HGNC:27200","SPINK13","SPINK5L3|LiESP6|HESPINTOR|MGC149260",""
"HIGD1C","HGNC:28044","HIGD1C","Gm921",""
"NOTO","HGNC:31839","NOTO","",""
"PPME1","HGNC:30178","PPME1","PME-1|ABDH19",""
"KRTAP2.2","HGNC:18905","KRTAP2-2","KAP2.2",""
"STARD10","HGNC:10666","STARD10","NY-CO-28|CGI-52|PCTP2","SDCCAG28"
"ZNF705E","HGNC:33203","ZNF705EP","","ZNF705E"
"NUTM2D","HGNC:23447","NUTM2D","","FAM22D"
"CPEB1","HGNC:21744","CPEB1","FLJ13203|CPEB",""
"EML6","HGNC:35412","EML6","FLJ42562",""
"DEFB133","HGNC:31331","DEFB133","",""
"ZNF727","HGNC:22785","ZNF727","","ZNF727P"
"ZSWIM8","HGNC:23528","ZSWIM8","4832404P21Rik","KIAA0913"
"IQCF5","HGNC:35159","IQCF5","",""
"IQCF6","HGNC:35158","IQCF6","",""
"C10orf105","HGNC:20304","C10orf105","FLJ00245",""
"ARHGEF33","HGNC:37252","ARHGEF33","",""
"C12orf71","HGNC:34452","C12orf71","LOC728858",""
"IFRD2","HGNC:5457","IFRD2","SKMc15|SM15|IFNRP",""
"CAPN14","HGNC:16664","CAPN14","",""
"ZBED1","HGNC:447","ZBED1","TRAMP|KIAA0785|DREF|hDREF","ALTE"
"TOMM6","HGNC:34528","TOMM6","OBTP|Tom6",""
"HNRNPUL2","HGNC:25451","HNRNPUL2","DKFZp762N1910","HNRPUL2"
"CSKMT","HGNC:33113","CSKMT","U99HG|CS-KMT","METTL12"
"MS4A18","HGNC:37636","MS4A18","",""
"MS4A4E","HGNC:14284","MS4A4E","",""
"FER1L6","HGNC:28065","FER1L6","C8ORFK23",""
"CDRT15L2","HGNC:34075","CDRT15L2","",""
"MTCP1","HGNC:7423","MTCP1","P13MTCP1|p8MTCP1|TCL1C",""
"RAD51AP2","HGNC:34417","RAD51AP2","FLJ17540",""
"EVPLL","HGNC:35236","EVPLL","",""
"DCDC2C","HGNC:32696","DCDC2C","",""
"SMTNL1","HGNC:32394","SMTNL1","CHASM",""
"TRIM64C","HGNC:37148","TRIM64C","",""
"PNMA6E","HGNC:50767","PNMA6E","",""
"SPATA31D1","HGNC:37283","SPATA31D1","FLJ46321","FAM75D1"
"NPIPA8","HGNC:41983","NPIPA8","LCR16a9",""
"ZSWIM7","HGNC:26993","ZSWIM7","SWS1",""
"GPR33","HGNC:4489","GPR33","",""
"ARHGEF28","HGNC:30322","ARHGEF28","RGNEF|p190RhoGEF|RIP2",""
"TBC1D26","HGNC:28745","TBC1D26","MGC51025",""
"LRRC69","HGNC:34303","LRRC69","",""
"ISPD","HGNC:37276","CRPPA","hCG_1745121|IspD|Nip","ISPD"
"NPIPA7","HGNC:41982","NPIPA7","",""
"GSG1L2","HGNC:51826","GSG1L2","",""
"ACSM4","HGNC:32016","ACSM4","",""
"RTL10","HGNC:26112","RTL10","FLJ21125|BOP","C22orf29"
"COL28A1","HGNC:22442","COL28A1","",""
"PHB2","HGNC:30306","PHB2","REA|BCAP37|Bap37|p22",""
"TCP11X2","HGNC:48335","TCP11X2","",""
"NEURL4","HGNC:34410","NEURL4","KIAA1787",""
"GRID2IP","HGNC:18464","GRID2IP","",""
"CXorf49B","HGNC:34229","CXorf49B","",""
"UBXN2B","HGNC:27035","UBXN2B","p37",""
"CXorf49","HGNC:30891","CXorf49","",""
"CBWD6","HGNC:31978","ZNG1F","OTTHUMG00000066820|OTTHUMG00000067194","CBWD7|CBWD6"
"C16orf90","HGNC:34455","C16orf90","LOC646174",""
"PRSS41","HGNC:30715","PRSS41","TESSP1",""
"NLRP2B","HGNC:29887","NLRP2B","NOD24|NALP2P|CLRX.1|POP4","NLRP2P"
"MUC5AC","HGNC:7515","MUC5AC","MUC5",""
"MSMP","HGNC:29663","MSMP","PC-3|PSMP",""
"GOLGA6B","HGNC:32205","GOLGA6B","",""
"FAM166B","HGNC:34242","FAM166B","",""
"PEX26","HGNC:22965","PEX26","FLJ20695",""
"GRXCR1","HGNC:31673","GRXCR1","PPP1R88","DFNB25"
"C5orf49","HGNC:27028","CFAP90","LOC134121","C5orf49"
"UBE2QL1","HGNC:37269","UBE2QL1","FLJ25076",""
"FASTKD5","HGNC:25790","FASTKD5","FLJ13149",""
"GOLGA8B","HGNC:31973","GOLGA8B","",""
"KCNU1","HGNC:18867","KCNU1","KCa5.1|Slo3|KCNMC1|Kcnma3",""
"GAGE12G","HGNC:31907","GAGE12G","OTTHUMG00000024148",""
"HOMEZ","HGNC:20164","HOMEZ","","KIAA1443"
"GAGE10","HGNC:30968","GAGE10","OTTHUMG00000024136",""
"RNF212B","HGNC:20438","RNF212B","","C14orf164"
"DDX3X","HGNC:2745","DDX3X","DBX|HLP2|DDX14|CAP-Rf","DDX3"
"VPS16","HGNC:14584","VPS16","",""
"ZNF705D","HGNC:33202","ZNF705D","",""
"ZNF705B","HGNC:32284","ZNF705B","",""
"ZNF705G","HGNC:37134","ZNF705G","",""
"MYL5","HGNC:7586","MYL5","",""
"SCRT2","HGNC:15952","SCRT2","ZNF898B",""
"ZNF407","HGNC:19904","ZNF407","FLJ20307|FLJ13839|KIAA1703",""
"NPEPL1","HGNC:16244","NPEPL1","FLJ11583|bA261P9.2",""
"KRTAP10.4","HGNC:20521","KRTAP10-4","KRTAP18.4|KAP10.4","KRTAP18-4"
"KRTAP10.1","HGNC:22966","KRTAP10-1","KAP10.1|KAP18.1","KRTAP18-1"
"SKOR2","HGNC:32695","SKOR2","CORL2|FUSSEL18|Fussel-18",""
"SIAH3","HGNC:30553","SIAH3","FLJ39203",""
"EFCAB8","HGNC:34532","EFCAB8","",""
"DEFB116","HGNC:18097","DEFB116","DEFB-16",""
"DEFB115","HGNC:18096","DEFB115","DEFB-15",""
"GAB4","HGNC:18325","GAB4","",""
"C20orf202","HGNC:37254","C20orf202","",""
"HMX1","HGNC:5017","HMX1","H6|NKX5-3",""
"GCGR","HGNC:4192","GCGR","GGR",""
"RSC1A1","HGNC:10458","RSC1A1","RS1",""
"CELA2B","HGNC:29995","CELA2B","RP11-265F14.2|ELA2B",""
"TMEM242","HGNC:17206","TMEM242","BM033","C6orf35"
"TMEM167B","HGNC:30187","TMEM167B","AD-020|FLJ90710","C1orf119"
"FAM72D","HGNC:33593","FAM72D","",""
"TNFRSF25","HGNC:11910","TNFRSF25","DR3|TRAMP|WSL-1|LARD|WSL-LR|DDR3|TR3|APO-3","TNFRSF12"
"SLC35E2A","HGNC:20863","SLC35E2A","KIAA0447|SLC35E2AP|SLC35E2P","SLC35E2"
"ZC3H11B","HGNC:25659","ZC3H11B","","ZC3HDC11B"
"TSTD1","HGNC:35410","TSTD1","KAT",""
"RPTN","HGNC:26809","RPTN","FLJ39117",""
"CYB5RL","HGNC:32220","CYB5RL","LOC606495",""
"LACTBL1","HGNC:35445","LACTBL1","",""
"C1orf167","HGNC:25262","C1orf167","DKFZp434E1410|RP11-56N19.2",""
"TTC34","HGNC:34297","TTC34","",""
"ATAD3C","HGNC:32151","ATAD3C","FLJ34599",""
"IFI30","HGNC:5398","IFI30","IFI-30|GILT|IP30|MGC32056|IP-30",""
"IGSF23","HGNC:40040","IGSF23","",""
"GAGE12E","HGNC:31905","GAGE12E","OTTHUMG00000024146",""
"CCDC7","HGNC:26533","CCDC7","FLJ32762|FLJ13031|BIOT2","C10orf68"
"FNIP1","HGNC:29418","FNIP1","KIAA1961",""
"SP9","HGNC:30690","SP9","ZNF990",""
"SYCE3","HGNC:35245","SYCE3","","C22orf41"
"CKLF","HGNC:13253","CKLF","UCK-1|CKLF3|CKLF4|HSPC224|C32","CKLF1"
"PAM16","HGNC:29679","PAM16","Magmas|Tim16|TIMM16",""
"CDC14C","HGNC:22427","CDC14C","MGC26484|CDC14B2|CDC14Bretro|CDC14CP",""
"TENM3","HGNC:29944","TENM3","Ten-M3|KIAA1455|TEN3","ODZ3"
"CEBPZOS","HGNC:49288","CEBPZOS","","CEBPZ-AS1"
"TDRD15","HGNC:45037","TDRD15","",""
"PAPOLB","HGNC:15970","PAPOLB","PAPT",""
"ZNF579","HGNC:26646","ZNF579","FLJ35453",""
"CELA3B","HGNC:15945","CELA3B","CBPP","ELA3B"
"RNASEK","HGNC:33911","RNASEK","MGC71993",""
"CATSPERZ","HGNC:19231","CATSPERZ","DKFZP566E164","C11orf20|TEX40"
"FAM19A5","HGNC:21592","TAFA5","TAFA-5","FAM19A5"
"NBPF1","HGNC:26088","NBPF1","FLJ20719|KIAA1693",""
"UMAD1","HGNC:48955","UMAD1","","RPA3-AS1|RPA3OS"
"PPP1R3G","HGNC:14945","PPP1R3G","",""
"FAM228B","HGNC:24736","FAM228B","",""
"LINGO3","HGNC:21206","LINGO3","LERN2","LRRN6B"
"ZGLP1","HGNC:37245","ZGLP1","GLP1|GLP-1|GATAD3",""
"VAMP2","HGNC:12643","VAMP2","VAMP-2","SYB2"
"OR6B1","HGNC:8354","OR6B1","OR7-3",""
"EBF2","HGNC:19090","EBF2","FLJ11500|COE2",""
"C6orf226","HGNC:34431","C6orf226","LOC441150",""
"PPP3R1","HGNC:9317","PPP3R1","CALNB1|CNB|CNB1",""
"PSG3","HGNC:9520","PSG3","",""
"FANCG","HGNC:3588","FANCG","FAG","XRCC9"
"OR2A5","HGNC:8232","OR2A5","OR7-138|OR7-141","OR2A8|OR2A26"
"KRTAP10.9","HGNC:22971","KRTAP10-9","KAP10.9|KAP18.9","KRTAP18-9"
"AP4M1","HGNC:574","AP4M1","MU-ARP2|MU-4|SPG50",""
"OR4A5","HGNC:15162","OR4A5","",""
"C2orf16","HGNC:25275","C2orf16","DKFZp434G118",""
"KRTAP1.5","HGNC:16777","KRTAP1-5","KAP1.5",""
"TAS2R41","HGNC:18883","TAS2R41","T2R59",""
"OR2A12","HGNC:15082","OR2A12","","OR2A12P"
"KRTAP10.10","HGNC:22972","KRTAP10-10","KAP10.10|KAP18.10|KRTAP18-10",""
"KRTAP12.2","HGNC:20530","KRTAP12-2","KRTAP12.2|KAP12.2",""
"PLXNA4","HGNC:9102","PLXNA4","KIAA1550|DKFZp434G0625PRO34003|FAYV2820","PLXNA4A|PLXNA4B"
"MAGEA3","HGNC:6801","MAGEA3","HYPD|HIP8|MGC14613|CT1.3","MAGE3"
"CEBPD","HGNC:1835","CEBPD","CRP3|CELF|C/EBP-delta|NF-IL6-beta",""
"PSG7","HGNC:9524","PSG7","",""
"KRTAP1.3","HGNC:16771","KRTAP1-3","KAP1.3",""
"OR3A2","HGNC:8283","OR3A2","OLFRA04|OR228|OR17-228",""
"ARIH2OS","HGNC:34425","ARIH2OS","","C3orf71"
"ZBED8","HGNC:30804","FAM200C","Buster3","C5orf54|ZBED8"
"HMSD","HGNC:23037","HMSD","ACC-6|ACC6","C18orf53"
"OR1C1","HGNC:8182","OR1C1","TPCR27|HSTPCR27",""
"NPTXR","HGNC:7954","NPTXR","",""
"POM121L12","HGNC:25369","POM121L12","DKFZp564N2472",""
"FAM200A","HGNC:25401","FAM200A","FLJ36794|DKFZp727G131","C7orf38"
"OR2F2","HGNC:8247","OR2F2","OR7-1",""
"PPP2R2A","HGNC:9304","PPP2R2A","PR52A|PR55A|B55A|PR55alpha|B55alpha",""
"C19orf73","HGNC:25534","C19orf73","FLJ10490",""
"ZNF880","HGNC:37249","ZNF880","",""
"TRIM16","HGNC:17241","TRIM16","EBBP",""
"OR6X1","HGNC:14737","OR6X1","",""
"HEPN1","HGNC:34400","HEPN1","",""
"OR2A25","HGNC:19562","OR2A25","","OR2A25P|OR2A27"
"TAS2R40","HGNC:18885","TAS2R40","","GPR60"
"OR2A14","HGNC:15084","OR2A14","OST182","OR2A14P|OR2A6"
"TIGD1","HGNC:14523","TIGD1","EEYORE",""
"FXYD7","HGNC:4034","FXYD7","",""
"XKR9","HGNC:20937","XKR9","",""
"OR4C12","HGNC:15168","OR4C12","",""
"SLC12A8","HGNC:15595","SLC12A8","CCC9",""
"KIR2DS4","HGNC:6336","KIR2DS4","cl-39|KKA3|nkat8|CD158I",""
"APOL6","HGNC:14870","APOL6","APOL-VI|APOLVI",""
"FADS3","HGNC:3576","FADS3","CYB5RP","LLCDL3"
"OR2A1","HGNC:8229","OR2A1","",""
"OR4E2","HGNC:8297","OR4E2","",""
"CCNL2","HGNC:20570","CCNL2","ania-6b|PCEE|SB138|HLA-ISO|CCNS","CCNM"
"UBA52","HGNC:12458","UBA52","RPL40|CEP52|HUBCEP52|MGC57125|MGC126879|MGC126881|L40",""
"MYBPHL","HGNC:30434","MYBPHL","",""
"PPT2","HGNC:9326","PPT2","",""
"OR2A2","HGNC:8230","OR2A2","OST008","OR2A2P|OR2A17P"
"ZNF630","HGNC:28855","ZNF630","BC037316|dJ54B20.2|FLJ20573|MGC138344",""
"TIAF1","HGNC:31104","MYO18A","KIAA0216|MysPDZ","TIAF1"
"OR52B4","HGNC:15209","OR52B4","",""
"BTBD19","HGNC:27145","BTBD19","",""
"FAM185A","HGNC:22412","FAM185A","MGC35361",""
"RAB6C","HGNC:16525","RAB6C","WTH3",""
"FAM243A","HGNC:39602","C21orf140","","FAM243A"
"PSMB11","HGNC:31963","PSMB11","beta5t",""
"POTEM","HGNC:37096","POTEM","POTE14beta|P704P|ACT",""
"POTEJ","HGNC:37094","POTEJ","POTE2beta",""
"DCDC2B","HGNC:32576","DCDC2B","",""
"C10orf55","HGNC:31008","C10orf55","bA417O11.3",""
"TRIM49D1","HGNC:43973","TRIM49D1","TRIM49D","TRIM49DP|TRIM49D1P"
"USP17L2","HGNC:34434","USP17L2","DUB3",""
"EXOSC6","HGNC:19055","EXOSC6","MTR3|hMtr3p|Mtr3p|EAP4|p11",""
"VPS52","HGNC:10518","VPS52","ARE1","SACM2L"
"CDRT15","HGNC:14395","CDRT15","",""
"ZNF844","HGNC:25932","ZNF844","FLJ14959",""
"USP17L15","HGNC:44443","USP17L15","",""
"CKMT1A","HGNC:31736","CKMT1A","","CKMT1"
"TINCR","HGNC:14607","TINCR","FLJ90734|NCRNA00036|LINC00036|onco-lncRNA-16|TUBL","PLAC2"
"CENPVL1","HGNC:31851","CENPVL1","PRR6L1","CENPVP1"
"EBLN1","HGNC:39430","EBLN1","",""
"HBD","HGNC:4829","HBD","",""
"ZNF735","HGNC:32466","ZNF735","","ZNF735P"
"RFPL4A","HGNC:16449","RFPL4A","RNF210","RFPL4"
"C1GALT1C1L","HGNC:51617","C1GALT1C1L","",""
"SUPT20HL1","HGNC:30773","SUPT20HL1","SPT20L","FAM48B1"
"CERS1","HGNC:14253","CERS1","LAG1|UOG1","LASS1"
"HLA.DPB1","HGNC:4940","HLA-DPB1","","HLA-DP1B"
"C1QTNF5","HGNC:14344","C1QTNF5","CTRP5|DKFZp586B0621|LORD",""
"CPTP","HGNC:28116","CPTP","MGC10334","GLTPD1"
"ETDB","HGNC:44269","ETDB","","LINC00633"
"CENPVL3","HGNC:43880","CENPVL3","","CENPVP3"
"PRR29","HGNC:25673","PRR29","FLJ11724|DKFZp761M2312","C17orf72"
"C4B","HGNC:1324","C4B","CPAMD3|C4F|CO4|C4B1|C4B3|CH",""
"ADM5","HGNC:27293","ADM5","AM5","C19orf76"
"CXorf51A","HGNC:30533","CXorf51A","","CXorf51"
"ATXN1L","HGNC:33279","ATXN1L","BOAT1",""
"SMIM13","HGNC:27356","SMIM13","","C6orf228"
"GPX5","HGNC:4557","GPX5","",""
"GAGE12J","HGNC:17778","GAGE12J","OTTHUMG00000024137","GAGE11"
"NPIPA3","HGNC:41978","NPIPA3","",""
"NDUFAF8","HGNC:33551","NDUFAF8","","C17orf89"
"GAGE12H","HGNC:31908","GAGE12H","OTTHUMG00000024149",""
"PRRT4","HGNC:37280","PRRT4","",""
"PPP4R3C","HGNC:33146","PPP4R3C","FLJ32867|FLFL3P|smk1","SMEK3P|PPP4R3CP"
"TMEM233","HGNC:37219","TMEM233","IFITMD2|DSPB2",""
"PNMA6F","HGNC:53119","PNMA6F","PNMA6BL",""
"PVALEF","HGNC:40053","PVALEF","","AATK-AS1"
"PLEKHM1","HGNC:29017","PLEKHM1","KIAA0356",""
"USP17L3","HGNC:37175","USP17L3","USP17B|USP17F",""
"CT62","HGNC:27286","CT62","",""
"MKRN2OS","HGNC:40375","MKRN2OS","","MKRN2-AS1|C3orf83"
"C2CD4D","HGNC:37210","C2CD4D","FAM148D",""
"ZNF469","HGNC:23216","ZNF469","KIAA1858|Zfp469",""
"MCRIP1","HGNC:28007","MCRIP1","GRAN2|MCRIP","FAM195B"
"SLC26A6","HGNC:14472","SLC26A6","DKFZp586E1422",""
"OR6V1","HGNC:15090","OR6V1","GPR138",""
"DEFB131B","HGNC:38058","DEFB131B","",""
"FAM229A","HGNC:44652","FAM229A","",""
"ERCC6","HGNC:3438","ERCC6","CSB|RAD26|ARMD5","CKN2"
"FRG2B","HGNC:33518","FRG2B","",""
"NOL7","HGNC:21040","NOL7","NOP27|RARG-1|dJ223E5.2","C6orf90|PQBP3"
"CTAGE4","HGNC:24772","CTAGE4","FLJ43692|cTAGE-4",""
"C5orf67","HGNC:51252","C5orf67","",""
"NTF4","HGNC:8024","NTF4","NT-4/5|GLC1O","NTF5"
"ELFN1","HGNC:33154","ELFN1","","PPP1R28"
"PIGBOS1","HGNC:50696","PIGBOS1","",""
"OR4A8","HGNC:15165","OR4A8","","OR4A8P"
"CT47A6","HGNC:33287","CT47A6","CT47.6",""
"FTCDNL1","HGNC:48661","FTCDNL1","FONG",""
"TEX22","HGNC:40026","TEX22","",""
"OR52I2","HGNC:15221","OR52I2","",""
"CROCC2","HGNC:51677","CROCC2","",""
"DCAF8L1","HGNC:31810","DCAF8L1","","WDR42B"
"USP17L7","HGNC:37180","USP17L7","",""
"TMEM185B","HGNC:18896","TMEM185B","FLJ20979","FAM11B"
"KIF4B","HGNC:6322","KIF4B","",""
"HSBP1L1","HGNC:37243","HSBP1L1","FLJ10967|MGC189743",""
"TAS2R46","HGNC:18877","TAS2R46","T2R54",""
"SRRM5","HGNC:37248","SRRM5","",""
"PGAM4","HGNC:21731","PGAM4","dJ1000K24.1|PGAM3|PGAM-B|PGAM1",""
"C13orf42","HGNC:42693","C13orf42","","LINC00371"
"MROH5","HGNC:42976","MROH5","FLJ43860",""
"ERVMER34.1","HGNC:42970","ERVMER34-1","envMER34|HEMO",""
"RBMY1J","HGNC:23917","RBMY1J","",""
"LTA","HGNC:6709","LTA","TNFSF1|LT","TNFB"
"C14orf132","HGNC:20346","C14orf132","","C14orf88"
"WDR46","HGNC:13923","WDR46","BING4|UTP7","C6orf11"
"ANHX","HGNC:40024","ANHX","",""
"ZNF717","HGNC:29448","ZNF717","X17","ZNF838"
"PRR20D","HGNC:37222","PRR20D","",""
"OR2T7","HGNC:15019","OR2T7","OST723","OR2T7P"
"SPANXB1","HGNC:14329","SPANXB1","CT11.2","SPANXB2|SPANXF1|SPANXF2"
