"CCLE_19Q4_gene_symbol","HGNC_ID","HGNC_approved_symbol","HGNC_alias_symbols","HGNC_previous_symbols"
"MTMR11","HGNC:24307","MTMR11","CRA",""
"COX15","HGNC:2263","COX15","CEMCOX2",""
"CCDC88C","HGNC:19967","CCDC88C","DAPLE|HkRP2|SCA40","KIAA1509"
"YAF2","HGNC:17363","YAF2","",""
"ZMYND11","HGNC:16966","ZMYND11","BS69|BRAM1",""
"WAS","HGNC:12731","WAS","WASP|WASPA","IMD2|THC"
"DPEP1","HGNC:3002","DPEP1","",""
"BID","HGNC:1050","BID","",""
"MATR3","HGNC:6912","MATR3","KIAA0723|MGC9105|VCPDM","MPD2"
"NPC1L1","HGNC:7898","NPC1L1","SLC65A2",""
"XYLT2","HGNC:15517","XYLT2","XT-II|PXYLT2",""
"RGPD5","HGNC:32418","RGPD5","RGP5|BS-63|DKFZp686I1842",""
"STMN4","HGNC:16078","STMN4","RB3",""
"NUDCD3","HGNC:22208","NUDCD3","KIAA1068|NudCL",""
"ISL1","HGNC:6132","ISL1","Isl-1|ISLET1",""
"CHDH","HGNC:24288","CHDH","",""
"IL20RA","HGNC:6003","IL20RA","ZCYTOR7|IL-20R1",""
"CLCA1","HGNC:2015","CLCA1","CaCC|CLCRG1",""
"CLCA4","HGNC:2018","CLCA4","CaCC2",""
"GLT8D1","HGNC:24870","GLT8D1","AD-017|FLJ14611",""
"ATP2C1","HGNC:13211","ATP2C1","KIAA1347|ATP2C1A|PMR1|SPCA1","BCPM"
"IGF1","HGNC:5464","IGF1","IGF1A|IGFI|IGF-I|IGF",""
"SLC38A5","HGNC:18070","SLC38A5","SN2|JM24|SNAT5",""
"RALBP1","HGNC:9841","RALBP1","RLIP76|RIP1|RIP",""
"RUFY3","HGNC:30285","RUFY3","RIPx|KIAA0871|Singar1|ZFYVE30",""
"CNTN1","HGNC:2171","CNTN1","F3|GP135",""
"SLC11A1","HGNC:10907","SLC11A1","","LSH|NRAMP|NRAMP1"
"WWTR1","HGNC:24042","WWTR1","TAZ|DKFZp586I1419",""
"AGPS","HGNC:327","AGPS","ADHAPS|ADAS|ALDHPSY|ADPS|ADAP-S",""
"CXorf56","HGNC:26239","STEEP1","FLJ22965","CXorf56"
"ATP1A2","HGNC:800","ATP1A2","FHM2","MHP2"
"TTC27","HGNC:25986","TTC27","FLJ20272",""
"ZNF582","HGNC:26421","ZNF582","FLJ30927",""
"VSIG2","HGNC:17149","VSIG2","CTXL|CTH",""
"PHLDB1","HGNC:23697","PHLDB1","FLJ00141|LL5a|KIAA0638",""
"MARCO","HGNC:6895","MARCO","SCARA2|SR-A6",""
"CYP24A1","HGNC:2602","CYP24A1","CP24|P450-CC24|lncBCAS1-4_1","CYP24"
"PRDM11","HGNC:13996","PRDM11","PFM8",""
"SYT13","HGNC:14962","SYT13","KIAA1427",""
"SNAI2","HGNC:11094","SNAI2","SLUGH1|SNAIL2|SLUGH","SLUG"
"CD74","HGNC:1697","CD74","CLIP","DHLAG"
"HGF","HGNC:4893","HGF","SF|F-TCF|HGFB|HPTA","DFNB39"
"ZRANB1","HGNC:18224","ZRANB1","TRABID",""
"NCDN","HGNC:17597","NCDN","NCDN-1|NCDN-2",""
"ADGRA2","HGNC:17849","ADGRA2","TEM5|DKFZp434C211|DKFZp434J0911|KIAA1531|FLJ14390","GPR124"
"ZFP64","HGNC:15940","ZFP64","FLJ10734|dJ831D17.1|FLJ12628|dJ548G19.1","ZNF338"
"MNAT1","HGNC:7181","MNAT1","MAT1|RNF66",""
"SAMD4A","HGNC:23023","SAMD4A","KIAA1053|DKFZP434H0350|Smaug|SMG|SMGA|hSmaug1","SAMD4"
"RUNX3","HGNC:10473","RUNX3","AML2|PEBP2A3","CBFA3"
"MRE11","HGNC:7230","MRE11","ATLD","MRE11A"
"PLEKHB1","HGNC:19079","PLEKHB1","PHR1|KPL1","PHRET1"
"SERPINB1","HGNC:3311","SERPINB1","EI|PI2|LEI|MNEI","ELANH2"
"CYP3A43","HGNC:17450","CYP3A43","",""
"SLC7A9","HGNC:11067","SLC7A9","BAT1","CSNU3"
"SPAST","HGNC:11233","SPAST","FSP2|ADPSP|KIAA1083","SPG4"
"NRXN3","HGNC:8010","NRXN3","KIAA0743","C14orf60"
"OSBPL5","HGNC:16392","OSBPL5","KIAA1534|ORP5|OBPH1",""
"AQR","HGNC:29513","AQR","KIAA0560|fSAP164|IBP160",""
"CPS1","HGNC:2323","CPS1","GATD6",""
"C8B","HGNC:1353","C8B","",""
"FHL1","HGNC:3702","FHL1","SLIM1|KYO-T|bA535K18.1|FHL1B|XMPMA|FLH1A|MGC111107",""
"RTF2","HGNC:15890","RTF2","HSPC164|CDAO5","C20orf43|RTFDC1"
"GABRA1","HGNC:4075","GABRA1","EJM5",""
"NLRP2","HGNC:22948","NLRP2","FLJ20510|PYPAF2|NBS1|PAN1|CLR19.9","NALP2"
"SLC45A4","HGNC:29196","SLC45A4","KIAA1126",""
"RNF10","HGNC:10055","RNF10","KIAA0262|RIE2",""
"ZNF839","HGNC:20345","ZNF839","","C14orf131"
"ZDHHC6","HGNC:19160","ZDHHC6","ZNF376|FLJ21952",""
"GRAMD1B","HGNC:29214","GRAMD1B","KIAA1201","LINC01059"
"RNH1","HGNC:10074","RNH1","RAI","RNH"
"NDUFS1","HGNC:7707","NDUFS1","CI-75k",""
"RB1CC1","HGNC:15574","RB1CC1","KIAA0203|Cc1|DRAGOU14|FIP200|ATG17|PPP1R131",""
"ERP44","HGNC:18311","ERP44","KIAA0573|PDIA10","TXNDC4"
"ALAS1","HGNC:396","ALAS1","ALAS-H","ALAS3|ALAS"
"BIRC3","HGNC:591","BIRC3","cIAP2|hiap-1|MIHC|RNF49|MALT2|c-IAP2","API2"
"AKAP11","HGNC:369","AKAP11","KIAA0629|AKAP220|PRKA11|FLJ11304|DKFZp781I12161|PPP1R44",""
"GLRX2","HGNC:16065","GLRX2","GRX2|bA101E13.1",""
"SNAPC1","HGNC:11134","SNAPC1","SNAP43|PTFgamma",""
"DERA","HGNC:24269","DERA","CGI-26|DEOC",""
"STRAP","HGNC:30796","STRAP","UNRIP|pt-wd|MAWD",""
"ABCC2","HGNC:53","ABCC2","DJS|MRP2|cMRP","CMOAT"
"DEF6","HGNC:2760","DEF6","IBP|SLAT|SWAP70L",""
"PLEKHO1","HGNC:24310","PLEKHO1","CKIP-1|OC120",""
"GCLM","HGNC:4312","GCLM","","GLCLR"
"UBR2","HGNC:21289","UBR2","bA49A4.1|dJ392M17.3|KIAA0349","C6orf133"
"EHD2","HGNC:3243","EHD2","","PAST2"
"DEPDC1","HGNC:22949","DEPDC1","DEP.8|FLJ20354|SDP35|DEPDC1A",""
"CCDC28A","HGNC:21098","CCDC28A","CCRL1AP|DKFZp586D0623","C6orf80"
"RRAGD","HGNC:19903","RRAGD","DKFZP761H171|bA11D8.2.1",""
"HSF2","HGNC:5225","HSF2","",""
"PHF20","HGNC:16098","PHF20","dJ1121G12.1|TDRD20A","C20orf104"
"HSD17B6","HGNC:23316","HSD17B6","HSE|RODH|SDR9C6",""
"NR1H3","HGNC:7966","NR1H3","LXR-a|RLD-1|LXRa",""
"TYMP","HGNC:3148","TYMP","","MNGIE|ECGF1"
"NCAPH2","HGNC:25071","NCAPH2","384D8-2|hCAP-H2|CAP-H2",""
"TOMM34","HGNC:15746","TOMM34","TOM34|HTOM34P",""
"SEC63","HGNC:21082","SEC63","SEC63L|PRO2507|ERdj2|DNAJC23",""
"KPNA6","HGNC:6399","KPNA6","IPOA7|KPNA7|MGC17918|FLJ11249",""
"VIM","HGNC:12692","VIM","",""
"FAS","HGNC:11920","FAS","CD95|APO-1","FAS1|APT1|TNFRSF6"
"RNASET2","HGNC:21686","RNASET2","RNASE6PL|FLJ10907|bA514O12.3",""
"CD44","HGNC:1681","CD44","IN|MC56|Pgp1|PGP-1|CD44R|HCELL|CSPG8|Hermes-1|CDw44|HUTCH-1|HUTCH-I|ECM-III|H-CAM","MIC4|MDU2|MDU3"
"KCNG1","HGNC:6248","KCNG1","Kv6.1|kH2|K13","KCNG"
"AGPAT4","HGNC:20885","AGPAT4","LPAAT-delta|dJ473J16.2|LPAAT4|LPLAT4",""
"SLAMF7","HGNC:21394","SLAMF7","CRACC|19A|CS1|CD319",""
"BTN3A1","HGNC:1138","BTN3A1","BT3.1|BTF5|CD277|BTN3.1",""
"MIPEP","HGNC:7104","MIPEP","MIP",""
"PRKCH","HGNC:9403","PRKCH","PKC-L|PKCL","PRKCL"
"INSRR","HGNC:6093","INSRR","IRR",""
"IFNGR1","HGNC:5439","IFNGR1","CD119","IFNGR"
"B4GALT7","HGNC:930","B4GALT7","XGALT-1|beta4Gal-T7",""
"SH2D2A","HGNC:10821","SH2D2A","TSAd|F2771",""
"VRK2","HGNC:12719","VRK2","",""
"TNFRSF1B","HGNC:11917","TNFRSF1B","TNFBR|TNFR80|TNF-R75|TNF-R-II|p75|CD120b","TNFR2"
"VEZT","HGNC:18258","VEZT","DKFZP761C241",""
"POU2F2","HGNC:9213","POU2F2","2-Oct","OTF2"
"BRD9","HGNC:25818","BRD9","FLJ13441|SMARCI2",""
"SNX1","HGNC:11172","SNX1","SNX1A|MGC8664|HsT17379|Vps5",""
"TBPL1","HGNC:11589","TBPL1","TLP|STUD|TRF2|TLF",""
"ARNTL2","HGNC:18984","BMAL2","MOP9|CLIF|PASD9|bHLHe6","ARNTL2"
"BCLAF1","HGNC:16863","BCLAF1","KIAA0164|BTF",""
"SLC39A9","HGNC:20182","SLC39A9","FLJ11274|ZIP9",""
"ANK1","HGNC:492","ANK1","SPH1","ANK"
"IBSP","HGNC:5341","IBSP","BSP|SP-II|BSP-II",""
"TFB1M","HGNC:17037","TFB1M","mtTFB|CGI-75",""
"RABEP1","HGNC:17677","RABEP1","neurocrescin|RAB5EP|RABPT5|rabaptin-5",""
"HMGB3","HGNC:5004","HMGB3","HMG2A|MGC90319","HMG4"
"NUP160","HGNC:18017","NUP160","KIAA0197|FLJ22583",""
"BAK1","HGNC:949","BAK1","BCL2L7|BAK","CDN1"
"MUSK","HGNC:7525","MUSK","",""
"IKZF2","HGNC:13177","IKZF2","Helios","ZNFN1A2"
"GRN","HGNC:4601","GRN","PCDGF|PGRN|CLN11",""
"FAM13B","HGNC:1335","FAM13B","N61|KHCHP|ARHGAP49","C5orf5|FAM13B1"
"ARHGAP31","HGNC:29216","ARHGAP31","CDGAP",""
"CENPQ","HGNC:21347","CENPQ","FLJ10545|CENP-Q","C6orf139"
"SARS","HGNC:10537","SARS1","SERS","SARS"
"RANBP3","HGNC:9850","RANBP3","",""
"ARID4A","HGNC:9885","ARID4A","RBP1|RBP-1","RBBP1"
"EIPR1","HGNC:12383","EIPR1","EIPR-1","TSSC1"
"PNPLA6","HGNC:16268","PNPLA6","NTE|sws|iPLA2delta|SPG39",""
"IFT88","HGNC:20606","IFT88","hTg737|Tg737|D13S1056E|MGC26259","TTC10"
"ALG1","HGNC:18294","ALG1","HMT-1|HMAT1|CDG1K|Mat-1",""
"ZCCHC8","HGNC:25265","ZCCHC8","DKFZp434E2220",""
"ABCF2","HGNC:71","ABCF2","EST133090|ABC28|M-ABC1|HUSSY-18",""
"CHPF2","HGNC:29270","CHPF2","KIAA1402|ChSy-3|CSGlcA-T",""
"LRRC7","HGNC:18531","LRRC7","KIAA1365|densin-180",""
"FUT8","HGNC:4019","FUT8","",""
"UBA6","HGNC:25581","UBA6","FLJ10808","UBE1L2"
"GAB2","HGNC:14458","GAB2","KIAA0571",""
"ATP6V0A1","HGNC:865","ATP6V0A1","a1|Vph1|Stv1","VPP1|ATP6N1|ATP6N1A"
"PIAS1","HGNC:2752","PIAS1","GBP|GU/RH-II|ZMIZ3","DDXBP1"
"SLC4A7","HGNC:11033","SLC4A7","NBC3|SBC2","SLC4A6"
"APBA2","HGNC:579","APBA2","D15S1518E|LIN-10|MGC:14091|HsT16821","X11L|MINT2"
"MAP2K3","HGNC:6843","MAP2K3","MEK3|MKK3|MAPKK3","PRKMK3"
"EFCAB1","HGNC:25678","CLXN","FLJ11767|ODAD5","EFCAB1"
"TMSB10","HGNC:11879","TMSB10","TB10",""
"ASTE1","HGNC:25021","ASTE1","HT001",""
"RNF19A","HGNC:13432","RNF19A","dorfin|DKFZp566B1346","RNF19"
"PEX3","HGNC:8858","PEX3","",""
"GABARAPL2","HGNC:13291","GABARAPL2","GEF2|ATG8|GATE16|GATE-16|ATG8C",""
"MYOC","HGNC:7610","MYOC","TIGR|JOAG1","GLC1A"
"SH3YL1","HGNC:29546","SH3YL1","Ray|DKFZP586F1318",""
"FAM136A","HGNC:25911","FAM136A","FLJ14668",""
"VCL","HGNC:12665","VCL","",""
"DEPDC1B","HGNC:24902","DEPDC1B","XTP1|BRCC3",""
"DAPK2","HGNC:2675","DAPK2","DRP-1|MGC119312",""
"NSMAF","HGNC:8017","NSMAF","FAN|GRAMD5",""
"ADSS","HGNC:292","ADSS2","","ADSS"
"STAP1","HGNC:24133","STAP1","STAP-1|BRDG1",""
"TIMP2","HGNC:11821","TIMP2","CSC-21K",""
"RFC1","HGNC:9969","RFC1","A1|PO-GA|RFC140|MHCBFB",""
"TBC1D23","HGNC:25622","TBC1D23","FLJ11046",""
"CUL3","HGNC:2553","CUL3","",""
"MYOM2","HGNC:7614","MYOM2","",""
"OTC","HGNC:8512","OTC","OTCase|OTCD|OTC1",""
"CYP46A1","HGNC:2641","CYP46A1","","CYP46"
"ZZZ3","HGNC:24523","ZZZ3","DKFZP564I052|ATAC1",""
"SLC18A1","HGNC:10934","SLC18A1","CGAT","VMAT1|VAT1"
"USP2","HGNC:12618","USP2","UBP41",""
"CASR","HGNC:1514","CASR","FHH|NSHPT|GPRC2A","HHC|HHC1"
"TUBG2","HGNC:12419","TUBG2","",""
"RPL26L1","HGNC:17050","RPL26L1","","RPL26P1"
"FLT4","HGNC:3767","FLT4","VEGFR3|PCL|VEGFR-3",""
"NSUN2","HGNC:25994","NSUN2","FLJ20303|TRM4|Misu|SAKI","MRT5"
"FBXO42","HGNC:29249","FBXO42","KIAA1332|Fbx42",""
"MFAP3","HGNC:7034","MFAP3","",""
"MRI1","HGNC:28469","MRI1","MGC3207|Ypr118w|mtnA|MRDI",""
"METTL1","HGNC:7030","METTL1","TRM8|TRMT8","C12orf1"
"HOXC8","HGNC:5129","HOXC8","","HOX3|HOX3A"
"AGA","HGNC:318","AGA","ASRG",""
"PI4K2B","HGNC:18215","PI4K2B","PI4KIIB|FLJ11105|PIK42B",""
"BOD1L1","HGNC:31792","BOD1L1","FLJ33215|KIAA1327","FAM44A|BOD1L"
"MAT2B","HGNC:6905","MAT2B","MATIIbeta|SDR23E1",""
"TLL1","HGNC:11843","TLL1","",""
"EDC4","HGNC:17157","EDC4","RCD-8|Ge-1|HEDLS",""
"TRIO","HGNC:12303","TRIO","ARHGEF23",""
"VCAN","HGNC:2464","VCAN","PG-M","CSPG2"
"CLEC16A","HGNC:29013","CLEC16A","Gop-1","KIAA0350"
"MSR1","HGNC:7376","MSR1","SCARA1|CD204|SR-AI|SR-AII|SR-AIII|SR-A",""
"CDH1","HGNC:1748","CDH1","uvomorulin|CD324","UVO"
"MTREX","HGNC:18734","MTREX","Mtr4|Dob1|fSAP118","KIAA0052|SKIV2L2"
"DNAH5","HGNC:2950","DNAH5","Dnahc5|HL1|PCD|CILD3|KTGNR",""
"ZFYVE16","HGNC:20756","ZFYVE16","KIAA0305|PPP1R69",""
"RIPOR1","HGNC:25836","RIPOR1","FLJ13725","FAM65A"
"C6","HGNC:1339","C6","",""
"RAI14","HGNC:14873","RAI14","NORPEG|KIAA1334|RAI13|DKFZp564G013",""
"SOX30","HGNC:30635","SOX30","",""
"PNKP","HGNC:9154","PNKP","PNK",""
"BEST2","HGNC:17107","BEST2","FLJ20132","VMD2L1"
"PHLPP2","HGNC:29149","PHLPP2","KIAA0931|PPM3B","PHLPPL"
"SPDL1","HGNC:26010","SPDL1","FLJ20364|hSpindly","CCDC99"
"STAU2","HGNC:11371","STAU2","39K2",""
"PQLC2","HGNC:26001","SLC66A1","FLJ20320|LAAT-1|LAAT1","PQLC2"
"CTNS","HGNC:2518","CTNS","CTNS-LSB|PQLC4|SLC66A4",""
"RTN4R","HGNC:18601","RTN4R","NOGOR",""
"PHF23","HGNC:28428","PHF23","MGC2941|FLJ16355",""
"CDH10","HGNC:1749","CDH10","",""
"INPP4A","HGNC:6074","INPP4A","","INPP4"
"RAB27B","HGNC:9767","RAB27B","",""
"PSMA4","HGNC:9533","PSMA4","HC9|HsT17706",""
"MYO16","HGNC:29822","MYO16","MYR8|KIAA0865|Myo16b|NYAP3|PPP1R107",""
"LSG1","HGNC:25652","LSG1","FLJ11301",""
"PARP3","HGNC:273","PARP3","ADPRT3|IRT1|hPARP-3|pADPRT-3|ARTD3","ADPRTL3"
"TNC","HGNC:5318","TNC","TN|MGC167029","HXB|DFNA56"
"THAP3","HGNC:20855","THAP3","",""
"RIPOR3","HGNC:16168","RIPOR3","dJ530I15.2|dJ530I15.3","C20orf175|C20orf176|FAM65C"
"TDP1","HGNC:18884","TDP1","FLJ11090|SCAN1",""
"AIFM2","HGNC:21411","AIFM2","FLJ14497|PRG3|FSP1","AMID"
"C2orf83","HGNC:25344","C2orf83","DKFZp547H025",""
"SPATA7","HGNC:20423","SPATA7","HSD3","LCA3"
"MED17","HGNC:2375","MED17","CRSP77|TRAP80|DRIP80|SRB4","CRSP6"
"RETSAT","HGNC:25991","RETSAT","FLJ20296",""
"CAPG","HGNC:1474","CAPG","MCP","AFCP"
"AP2S1","HGNC:565","AP2S1","FBHOk|FBH3","CLAPS2|HHC3"
"USH2A","HGNC:12601","USH2A","RP39","USH2"
"ZPBP","HGNC:15662","ZPBP","SP38|ZPBP1",""
"TG","HGNC:11764","TG","TGN|AITD3",""
"ADAM28","HGNC:206","ADAM28","eMDCII|MDC-Lm|MDC-Ls|ADAM23",""
"BARX2","HGNC:956","BARX2","",""
"DCUN1D1","HGNC:18184","DCUN1D1","RP42|SCRO|DCUN1L1|Tes3|SCCRO",""
"JADE2","HGNC:22984","JADE2","KIAA0239|JADE-2","PHF15"
"ZIC2","HGNC:12873","ZIC2","HPE5",""
"LCP2","HGNC:6529","LCP2","SLP-76","SLP76"
"TRIT1","HGNC:20286","TRIT1","FLJ20061|IPT",""
"ADRB1","HGNC:285","ADRB1","","ADRB1R"
"GUCA2B","HGNC:4683","GUCA2B","",""
"CUL7","HGNC:21024","CUL7","dJ20C7.5","KIAA0076"
"CTNNA1","HGNC:2509","CTNNA1","CAP102",""
"PHKA2","HGNC:8926","PHKA2","","PHK|PYK"
"CNTLN","HGNC:23432","CNTLN","FLJ20276|bA340N12.1|OTTHUMG00000019597","C9orf101|C9orf39"
"EPHA3","HGNC:3387","EPHA3","HEK|HEK4","ETK|ETK1|TYRO4"
"HSPA5","HGNC:5238","HSPA5","BiP","GRP78"
"DSG2","HGNC:3049","DSG2","CDHF5",""
"GEMIN8","HGNC:26044","GEMIN8","FLJ20514","FAM51A1"
"OFD1","HGNC:2567","OFD1","71-7A|JBTS10","CXorf5|RP23"
"GPM6B","HGNC:4461","GPM6B","M6B|MGC17150|MGC54284",""
"MAGEC2","HGNC:13574","MAGEC2","CT10|MAGE-C2|HCA587","MAGEE1"
"PREX2","HGNC:22950","PREX2","DEP.2|FLJ12987|P-REX2|PPP1R129","DEPDC2"
"WDR37","HGNC:31406","WDR37","KIAA0982",""
"YTHDC2","HGNC:24721","YTHDC2","FLJ2194|FLJ10053|DKFZp564A186",""
"CTPS2","HGNC:2520","CTPS2","GATD5B",""
"ATP6V1H","HGNC:18303","ATP6V1H","CGI-11|SFD|VMA13|SFDalpha|SFDbeta",""
"POLR2B","HGNC:9188","POLR2B","RPB2",""
"FAM214A","HGNC:25609","ATOSA","FLJ10980","KIAA1370|FAM214A"
"ARAP2","HGNC:16924","ARAP2","PARX","CENTD1"
"TPR","HGNC:12017","TPR","",""
"CP","HGNC:2295","CP","AB073614",""
"KIAA0556","HGNC:29068","KATNIP","JBTS26","KIAA0556"
"DTNBP1","HGNC:17328","DTNBP1","Dysbindin|My031|HPS7|DBND|BLOC1S8",""
"XK","HGNC:12811","XK","XKR1|Kx|X1k","NA|NAC"
"ANO2","HGNC:1183","ANO2","","C12orf3|TMEM16B"
"C12orf4","HGNC:1184","C12orf4","",""
"SCML1","HGNC:10580","SCML1","",""
"WWC3","HGNC:29237","WWC3","KIAA1280|BM042",""
"ARHGAP6","HGNC:676","ARHGAP6","rhoGAPX-1",""
"FAM184B","HGNC:29235","FAM184B","KIAA1276",""
"MAP4","HGNC:6862","MAP4","",""
"GOPC","HGNC:17643","GOPC","dJ94G16.2|PIST|FIG|GOPC1|CAL",""
"ROS1","HGNC:10261","ROS1","MCF3|ROS|c-ros-1",""
"USP28","HGNC:12625","USP28","KIAA1515",""
"HDAC9","HGNC:14065","HDAC9","KIAA0744|HDAC|MITR|HD7|HDAC7B",""
"TSPAN17","HGNC:13594","TSPAN17","FBX23","FBXO23|TM4SF17"
"NOP16","HGNC:26934","NOP16","HSPC111|HSPC185|LOC51491",""
"CC2D2A","HGNC:29253","CC2D2A","KIAA1345|MKS6|JBTS9",""
"RRM2B","HGNC:17296","RRM2B","p53R2",""
"ZNF800","HGNC:27267","ZNF800","",""
"TNFRSF17","HGNC:11913","TNFRSF17","BCM|CD269|TNFRSF13A","BCMA"
"SNX29","HGNC:30542","SNX29","FLJ12363","RUNDC2A"
"LMO3","HGNC:6643","LMO3","Rhom-3|DAT1","RBTNL2"
"MRPS10","HGNC:14502","MRPS10","FLJ10567",""
"GUCA1A","HGNC:4678","GUCA1A","GCAP|GCAP1|COD3|dJ139D8.6|CORD14","GUCA|GUCA1|C6orf131"
"RSF1","HGNC:18118","RSF1","XAP8|RSF-1|p325","HBXAP"
"VPS13D","HGNC:23595","VPS13D","FLJ10619|KIAA0453|BLTP5D",""
"CELF2","HGNC:2550","CELF2","Etr-3|NAPOR-2|BRUNOL3","CUGBP2"
"FAM120A","HGNC:13247","FAM120A","KIAA0183|OSSA","C9orf10"
"R3HDM1","HGNC:9757","R3HDM1","KIAA0029","R3HDM"
"COL9A2","HGNC:2218","COL9A2","MED","EDM2"
"KITLG","HGNC:6343","KITLG","SCF|SF|Kitl|KL-1|FPH2|SLF|DFNA69","MGF"
"ERCC8","HGNC:3439","ERCC8","CSA","CKN1"
"ADAMTS6","HGNC:222","ADAMTS6","ADAM-TS6",""
"H6PD","HGNC:4795","H6PD","H6PDH","GDH"
"VAMP3","HGNC:12644","VAMP3","CEB",""
"PER3","HGNC:8847","PER3","",""
"UTS2","HGNC:12636","UTS2","UII|U-II|UCN2|PRO1068",""
"TNFRSF9","HGNC:11924","TNFRSF9","CD137|4-1BB","ILA"
"EPN3","HGNC:18235","EPN3","FLJ20778|MGC129899",""
"LTBP1","HGNC:6714","LTBP1","",""
"RCN1","HGNC:9934","RCN1","Rcal|PIG20|FLJ37041","RCN"
"ELN","HGNC:3327","ELN","WBS|WS|SVAS",""
"RFC2","HGNC:9970","RFC2","A1|RFC40",""
"ARID1B","HGNC:18040","ARID1B","KIAA1235|ELD/OSA1|p250R|BAF250b|DAN15|6A3-5|SMARCF2",""
"CLPTM1L","HGNC:24308","CLPTM1L","FLJ14400|CRR9",""
"NEDD4L","HGNC:7728","NEDD4L","KIAA0439|RSP5|NEDD4-2",""
"FOXP3","HGNC:6106","FOXP3","JM2|XPID|AIID|PIDX|DIETER|SCURFIN","IPEX"
"PPP1R3F","HGNC:14944","PPP1R3F","Hb2E",""
"HEXB","HGNC:4879","HEXB","",""
"PTCD2","HGNC:25734","PTCD2","FLJ12598",""
"NEXMIF","HGNC:29433","NEXMIF","XPN|MRX98|KIDLIA","KIAA2022"
"JKAMP","HGNC:20184","JKAMP","HSPC213|JAMP|HSPC327|CDA06","C14orf100"
"DKK3","HGNC:2893","DKK3","REIC|RIG|CRRL",""
"ARHGEF5","HGNC:13209","ARHGEF5","TIM|TIM1|GEF5|P60",""
"NFE2L3","HGNC:7783","NFE2L3","Nrf3",""
"MCUR1","HGNC:21097","MCUR1","FLJ20958","C6orf79|CCDC90A"
"LIMA1","HGNC:24636","LIMA1","EPLIN",""
"LETMD1","HGNC:24241","LETMD1","HCCR1|HCCR|HCCR-2|HCCR-1|HCCR2|SLC55A3",""
"SLC4A8","HGNC:11034","SLC4A8","NBC3",""
"LAMC3","HGNC:6494","LAMC3","DKFZp434E202",""
"PTGER3","HGNC:9595","PTGER3","EP3|lnc003875",""
"TNIP3","HGNC:19315","TNIP3","LIND|FLJ21162|ABIN-3",""
"MAPK9","HGNC:6886","MAPK9","JNK2|p54a|SAPK","PRKM9"
"COL23A1","HGNC:22990","COL23A1","DKFZp434K0621",""
"BCAR1","HGNC:971","BCAR1","P130Cas|Crkas|CAS|CASS1",""
"FAM160A2","HGNC:25378","FHIP1B","FLJ22665|KIAA1759|DKFZP566M1046|FHIP","C11orf56|FAM160A2"
"HERPUD1","HGNC:13744","HERPUD1","KIAA0025|Mif1|HERP|SUP",""
"HOMER3","HGNC:17514","HOMER3","HOMER-3",""
"RAD51","HGNC:9817","RAD51","HsRad51|HsT16930|BRCC5|FANCR","RAD51A|RECA"
"POLQ","HGNC:9186","POLQ","POLH",""
"PIK3CB","HGNC:8976","PIK3CB","","PIK3C1"
"CYBA","HGNC:2577","CYBA","p22-PHOX",""
"THOC3","HGNC:19072","THOC3","TEX1|MGC5469",""
"HEBP2","HGNC:15716","HEBP2","SOUL","C6orf34"
"MPHOSPH9","HGNC:7215","MPHOSPH9","MPP9",""
"PLEKHA5","HGNC:30036","PLEKHA5","PEPP2|KIAA1686|FLJ10667",""
"PRSS8","HGNC:9491","PRSS8","CAP1",""
"SIKE1","HGNC:26119","SIKE1","FLJ21168|SIKE",""
"RRP12","HGNC:29100","RRP12","","KIAA0690"
"FNIP2","HGNC:29280","FNIP2","KIAA1450|FNIPL|MAPO1",""
"MSMO1","HGNC:10545","MSMO1","DESP4|ERG25","SC4MOL"
"TTC17","HGNC:25596","TTC17","FLJ10890",""
"ALX4","HGNC:450","ALX4","FPP|PFM|KIAA1788","PFM2"
"FSTL4","HGNC:21389","FSTL4","KIAA1061",""
"FOXN3","HGNC:1928","FOXN3","","C14orf116|CHES1"
"METTL24","HGNC:21566","METTL24","dJ71D21.2","C6orf186"
"AKR7A2","HGNC:389","AKR7A2","AFAR",""
"MRTO4","HGNC:18477","MRTO4","dJ657E11.4|MRT4","C1orf33"
"NNAT","HGNC:7860","NNAT","Peg5",""
"USE1","HGNC:30882","USE1","p31|SLT1|MDS032|D12",""
"MCF2L2","HGNC:30319","MCF2L2","KIAA0861|ARHGEF22",""
"NRIP2","HGNC:23078","NRIP2","DKFZP761G1913",""
"LAMA3","HGNC:6483","LAMA3","nicein-150kDa|kalinin-165kDa|BM600-150kDa|epiligrin","LAMNA"
"AP5M1","HGNC:20192","AP5M1","FLJ10813|MuD|mu5","C14orf108|MUDENG"
"ANAPC4","HGNC:19990","ANAPC4","APC4",""
"KCNQ1","HGNC:6294","KCNQ1","Kv7.1|KCNA8|KVLQT1|JLNS1|LQT1","LQT|KCNA9"
"TRAPPC3","HGNC:19942","TRAPPC3","BET3",""
"THRAP3","HGNC:22964","THRAP3","TRAP150|BCLAF2",""
"PHPT1","HGNC:30033","PHPT1","PHP14|HSPC141|CGI-202|DKFZp564M173|bA216L13.10",""
"ENTPD2","HGNC:3364","ENTPD2","NTPDase-2","CD39L1"
"LY75","HGNC:6729","LY75","DEC-205|CLEC13B|CD205",""
"ARID4B","HGNC:15550","ARID4B","BCAA|BRCAA1|SAP180","RBP1L1"
