Gene,Log2FC,sd.Log2FC
SOCS1,1.581545932,NA
SOCS5,-0.736742821,NA
SON,0.426976135,NA
SORBS1,1.968419041,NA
SORT1,1.317021577,NA
SOS1,0.781830826,NA
SOX13,0.906730638,NA
SOX15,2.57990679,NA
SOX17,-1.339203836,NA
SOX2,-1.735975402,NA
SOX9,1.022466773,NA
SP100,0.60648697,NA
SP140L,1.795991991,NA
SPAG4,1.510633222,NA
SPAG7,-0.749499466,NA
SPARCL1,-1.380181719,NA
SPATA2,1.179632211,NA
SPATA20,-1.172764069,NA
SPATA7,-2.070229946,NA
SPATS2,-0.75988531,NA
SPATS2L,0.580538326,NA
SPCS3,0.78195475,NA
SPECC1L,0.9716835,NA
SPEN,0.429241527,NA
SPG21,-0.658572482,NA
SPINT1,6.267272334,NA
SPINT2,3.295619164,NA
SPOCK3,-1.548101138,NA
SPP1,-5.552947027,NA
SPPL2B,-0.809545349,NA
SPR,-0.60689206,NA
SPRR1A,2.865630091,NA
SPRR1B,2.690037063,NA
SPRR3,2.438910242,NA
SPRY1,1.108668056,NA
SPTBN1,-0.413623117,NA
SPTBN2,0.853464944,NA
SPTLC2,0.752557267,NA
SPX,-1.88925663,NA
SQSTM1,-1.449336809,NA
SRC,-2.512526173,NA
SRCAP,0.625894232,NA
SRD5A1,1.078975036,NA
SRD5A3,1.666448834,NA
SREBF1,-1.047533375,NA
SRF,0.839471733,NA
SRI,0.851771458,NA
SRPK3,1.039706046,NA
SRPX,-3.691144192,NA
SRPX2,1.978621692,NA
SRRM2,0.725147193,NA
SRSF6,-0.551182841,NA
SS18,0.990991406,NA
SS18L1,1.031591193,NA
SSB,-0.926199776,NA
SSBP1,0.868425958,NA
SSH1,-0.631582883,NA
SSH3,0.849446367,NA
SSPN,1.460595875,NA
SSSCA1,0.741562725,NA
ST13,0.607624785,NA
ST14,5.62419892,NA
ST3GAL1,1.71509836,NA
ST3GAL4,0.722370663,NA
ST3GAL5,-1.271429946,NA
ST3GAL6,1.575812471,NA
ST5,1.207957128,NA
ST6GALNAC2,2.015851827,NA
ST8SIA1,2.473498769,NA
STAB2,-1.096590999,NA
STAC,1.240490936,NA
STAP2,1.897393129,NA
STAT4,-1.678038239,NA
STAT5B,-0.487132439,NA
STAU1,0.812042583,NA
STAU2,-1.247371611,NA
STEAP4,4.727863521,NA
STIL,0.737270425,NA
STK10,1.592372706,NA
STK16,-0.514524843,NA
STK17A,0.49273006,NA
STK17B,1.33178495,NA
STK3,0.892016013,NA
STK32B,-4.089005547,NA
STK38,0.667660701,NA
STOML2,-0.677317859,NA
STRADA,-0.531355473,NA
STRN4,0.532731762,NA
STX16,0.872432228,NA
STX17,0.368922262,NA
STX2,-2.073574078,NA
STX3,1.057896266,NA
STX5,0.976035113,NA
STX6,0.496076513,NA
STX8,-1.197244592,NA
STXBP1,-0.878843295,NA
STXBP2,0.770841258,NA
STYK1,3.347020983,NA
SUCLG1,-0.415007978,NA
SUCLG2,-0.587918058,NA
SUCO,0.799405103,NA
SULT1A1,1.165305848,NA
SULT1A2,1.347056663,NA
SULT2B1,1.109752276,NA
SULT4A1,1.331699755,NA
SUMO3,0.816097877,NA
SUN1,1.096402641,NA
SUN2,1.648187092,NA
SUPT16H,-0.649723156,NA
SUPT7L,-0.607758715,NA
SVIL,1.322280747,NA
SYCP2,2.622174162,NA
SYK,2.221295304,NA
SYNCRIP,0.474772895,NA
SYNE2,0.906850958,NA
SYNM,-1.639575016,NA
SYP,-1.031262707,NA
SYTL2,1.452556725,NA
SZT2,0.710598501,NA
TAB1,0.879207454,NA
TAB2,0.80983867,NA
TACC2,-2.217158476,NA
TACO1,-0.69924385,NA
TACSTD2,10.31072185,NA
TAF10,-0.784178999,NA
TAF13,1.910387253,NA
TAF1B,-0.755311169,NA
TAF1D,0.750902564,NA
TAF4,0.592230885,NA
TALDO1,-1.367342362,NA
TANK,-0.769018261,NA
TAOK3,1.280208194,NA
TAP2,1.107798999,NA
TAPBP,1.519902791,NA
TAPBPL,3.126207744,NA
TAPT1,0.970538863,NA
TARBP2,-0.478869418,NA
TAX1BP1,0.954473036,NA
TBC1D19,-2.01889963,NA
TBC1D2,1.034954687,NA
TBC1D8,-1.154787359,NA
TBCB,-0.593719051,NA
TBCE,-1.121372343,NA
TBK1,-0.416639608,NA
TBL1X,-0.684845953,NA
TBX2,-1.35462062,NA
TBX3,-4.836988996,NA
TCEAL1,-0.611716222,NA
TCEAL9,-0.609638904,NA
TCF12,-0.923434734,NA
TCF20,0.573837826,NA
TCFL5,0.989002584,NA
TCIRG1,-1.065983315,NA
TDP2,-1.282179677,NA
TDRD3,-0.736202888,NA
TEAD3,1.279569254,NA
TECR,0.678142628,NA
TENM1,2.420935878,NA
TENM3,-2.544815399,NA
TERF1,-0.54175692,NA
TES,1.007419147,NA
TESC,-5.628342989,NA
TESK2,1.632848792,NA
TET3,0.629513293,NA
TEX10,-0.723413783,NA
TEX2,1.254240255,NA
TFAP2C,1.132288878,NA
TFB1M,-0.477389731,NA
TFB2M,-0.964662751,NA
TFE3,-1.179698449,NA
TFG,0.733135087,NA
TFPI2,-1.210710183,NA
TFRC,0.615563051,NA
TGDS,-0.417345402,NA
TGFA,2.940294002,NA
TGFBI,-0.905652876,NA
TGFBR1,-1.009273191,NA
TGFBRAP1,-0.588707188,NA
TGM2,2.012539515,NA
TGM5,1.080258594,NA
TH,1.959331731,NA
THADA,-0.665867958,NA
THAP10,-0.71330685,NA
THBD,-1.462054764,NA
THBS1,2.837033347,NA
THG1L,-1.153922872,NA
THRA,-1.09717435,NA
THRB,0.66030873,NA
THTPA,-1.286188053,NA
TIA1,-0.8168903,NA
TIAL1,-0.575254212,NA
TIAM1,2.783474777,NA
TIGAR,-0.529023183,NA
TIMM17B,-0.840257917,NA
TIMM50,-0.829751431,NA
TIMM9,-0.783505645,NA
TIMP1,-1.098511333,NA
TIMP2,1.647306839,NA
TIMP3,2.823012263,NA
TIMP4,-1.619377304,NA
TINAGL1,2.408018451,NA
TIPARP,0.941104068,NA
TJP2,3.078411654,NA
TJP3,1.757180114,NA
TKT,-1.290487787,NA
TLE2,1.379798723,NA
TLN2,1.345274049,NA
TLR2,1.337738167,NA
TLR3,1.39211605,NA
TLR4,1.293378749,NA
TLR5,1.07642947,NA
TM2D3,-0.438657407,NA
TM4SF1,-1.640680951,NA
TM4SF20,-5.481134212,NA
TM4SF4,-4.833896168,NA
TM9SF4,0.662499932,NA
TMC5,2.104864918,NA
TMC6,1.401069216,NA
TMED1,0.965746799,NA
TMED10,0.775468719,NA
TMED5,1.073957213,NA
TMED9,0.827307444,NA
TMEM109,0.591222034,NA
TMEM11,-0.322282751,NA
TMEM120B,-0.497181579,NA
TMEM132A,0.987685076,NA
TMEM134,0.751424953,NA
TMEM135,-0.667284528,NA
TMEM147,-0.536166955,NA
TMEM159,1.14994987,NA
TMEM177,-0.623879981,NA
TMEM184B,1.511053287,NA
TMEM187,-0.952118199,NA
TMEM246,-1.896636349,NA
TMEM267,0.681759819,NA
TMEM30B,4.66978109,NA
TMEM39A,0.487865069,NA
TMEM39B,1.18010475,NA
TMEM40,2.296630811,NA
TMEM45A,2.306221238,NA
TMEM47,-2.333019186,NA
TMEM63A,0.9263471,NA
TMEM70,-0.920474698,NA
TMEM87A,0.680109121,NA
TMEM97,-0.68824703,NA
TMPRSS11E,4.112396569,NA
TMPRSS2,2.23604325,NA
TMPRSS4,1.785779545,NA
TMX4,-1.867847494,NA
TNC,3.655222304,NA
TNF,0.857405964,NA
TNFAIP6,-1.970169911,NA
TNFAIP8,-1.057644517,NA
TNFRSF10B,-1.47934546,NA
TNFRSF12A,1.075701353,NA
TNFRSF1A,-0.692694557,NA
TNFRSF1B,1.607580464,NA
TNFRSF21,2.567464059,NA
TNFRSF8,-0.726922779,NA
TNFSF10,2.037478632,NA
TNFSF13,2.627152923,NA
TNFSF15,1.098386746,NA
TNFSF9,-1.97988119,NA
TNIP3,-1.648906372,NA
TNK2,1.255993358,NA
TNKS,-1.421877762,NA
TNNC1,4.380631554,NA
TNNT1,1.01389731,NA
TNPO1,-0.841959351,NA
TNPO2,0.741863071,NA
TNS2,-0.761058352,NA
TOB1,-1.491375497,NA
TOB2,0.94313858,NA
TOM1,0.88610472,NA
TOMM20,-0.538426551,NA
TOMM22,0.865046683,NA
TOP1,0.950455511,NA
TOP2B,-0.731697428,NA
TOR1B,0.603757858,NA
TOX4,-0.7910864,NA
TP53,-2.404635291,NA
TP53BP1,0.647066309,NA
TP53I3,-1.01632336,NA
TPBG,1.298028256,NA
TPD52L2,1.219738105,NA
TPGS2,-0.594135961,NA
TPK1,-1.477290074,NA
TPP1,-1.067148105,NA
TPPP3,-1.200304367,NA
TRA2A,1.956079817,NA
TRABD,1.578540469,NA
TRAF5,-1.789242399,NA
TRAFD1,0.940103428,NA
TRAM1,-1.155577094,NA
TRAPPC3,0.380612323,NA
TRIAP1,-0.79708638,NA
TRIB1,1.597593024,NA
TRIB2,3.879771849,NA
TRIB3,-1.219829957,NA
TRIM14,0.767631618,NA
TRIM15,-0.929341395,NA
TRIM16,-1.320784491,NA
TRIM2,2.414533546,NA
TRIM24,0.68596691,NA
TRIM26,0.415066002,NA
TRIM29,3.026859979,NA
TRIM3,-1.053776125,NA
TRIM33,1.001884298,NA
TRIM36,1.124349537,NA
TRIM38,0.99976519,NA
TRIM62,0.981507161,NA
TRIM68,-1.045001566,NA
TRIO,0.999309636,NA
TRIOBP,1.014273283,NA
TRIP10,0.385349595,NA
TRIP13,0.801684183,NA
TRMO,-0.39705977,NA
TRMT1L,-0.733053164,NA
TRMT2B,-0.583895725,NA
TRO,-1.110141858,NA
TROVE2,-0.673840787,NA
TRPA1,-2.246394866,NA
TRPM4,2.090053651,NA
TRPM6,-1.369729823,NA
TRPS1,2.839576672,NA
TRPV4,1.4392866,NA
TSC22D2,1.590039183,NA
TSC22D3,0.906081632,NA
TSEN34,0.539836853,NA
TSFM,-0.662398862,NA
TSGA10,1.057952725,NA
TSKU,-1.604619473,NA
TSNAX,-0.703231868,NA
TSPAN1,4.453091607,NA
TSPAN12,1.970318343,NA
TSPAN13,1.399620756,NA
TSPAN4,-1.335512161,NA
TSPAN7,-3.373477472,NA
TSPO,0.55092659,NA
TSPYL1,0.627449922,NA
TSTA3,1.029935629,NA
TTC22,1.36194892,NA
TTC23,-0.568847824,NA
TTC27,-0.611622619,NA
TTC28,-1.516357086,NA
TTC39A,-0.019653594,NA
TTC9,2.42503295,NA
TTI1,0.485198302,NA
TTI2,-0.716581163,NA
TTLL5,0.968470243,NA
TTPAL,0.88302307,NA
TTR,-1.127161837,NA
TUBA1A,-2.552723568,NA
TUBAL3,-1.993159281,NA
TUBB4A,-0.861641965,NA
TUBGCP2,-0.667282465,NA
TUBGCP5,-1.158801757,NA
TUFT1,1.133305946,NA
TULP3,0.586256951,NA
TUSC3,-1.113412678,NA
TWSG1,1.282376254,NA
TXN,-0.813708048,NA
TXNDC15,-0.782038804,NA
TXNDC9,0.298530392,NA
TXNIP,3.105711497,NA
TXNRD1,-1.041545095,NA
TYK2,0.413091739,NA
UAP1,1.408395196,NA
UAP1L1,-0.610058665,NA
UBA1,-0.57067631,NA
UBE2D2,-0.556354174,NA
UBE2D3,0.547193976,NA
UBE2D4,1.025954227,NA
UBE2E3,0.839484192,NA
UBE2G2,0.649092,NA
UBE2I,-0.968641588,NA
UBE2J1,0.448133529,NA
UBE2V2,-0.446066379,NA
UBE3A,0.843304224,NA
UBFD1,0.967397241,NA
UBL3,-0.448925765,NA
UBL5,0.684712986,NA
UBQLN2,-0.448692193,NA
UBTD1,0.673841479,NA
UBXN2B,-0.984369844,NA
UBXN8,-1.545193936,NA
UCHL1,-3.730768378,NA
UCKL1,0.702176113,NA
UCN,-1.409151849,NA
UGDH,-2.410560038,NA
UGT2B28,-1.390098714,NA
UGT8,1.652388345,NA
UHRF1BP1L,-0.663764753,NA
UIMC1,-0.620406391,NA
UNC13B,-0.967303446,NA
UPF1,0.774899654,NA
UPF3A,-0.555402331,NA
UPK1B,-1.637460685,NA
UPK2,0.905623996,NA
UPP1,1.731700006,NA
UQCRFS1,-0.431392487,NA
URB1,-0.708485518,NA
URGCP,0.798350794,NA
UROS,-0.624451865,NA
USH1C,-2.843426759,NA
USP11,-0.820429682,NA
USP14,0.428785247,NA
USP22,-1.171899985,NA
USP3,-1.288576438,NA
USP33,0.576712295,NA
USP36,-1.457222968,NA
USP46,0.552480979,NA
USP48,0.702309931,NA
USP9X,-1.029647551,NA
USP9Y,-3.865741223,NA
UST,-0.718964,NA
UTP18,-0.564577771,NA
UTRN,1.219388544,NA
UTY,-1.705138155,NA
UVRAG,-0.342078997,NA
UXT,-0.80302892,NA
VAC14,1.142416471,NA
VAMP1,-0.744212685,NA
VAMP5,2.729182431,NA
VAMP8,3.05548495,NA
VANGL1,1.079248609,NA
VAPB,1.308104025,NA
VASH1,-1.478230923,NA
VASH2,-2.832181606,NA
VCAN,-2.573758852,NA
VCP,-0.563441659,NA
VCX2,2.729597519,NA
VDAC2,-0.620515845,NA
VDAC3,-0.854240969,NA
VDR,1.706126245,NA
VEGFA,1.489377967,NA
VEGFB,0.706595573,NA
VENTX,-1.148877305,NA
VGLL1,5.851200023,NA
VIL1,-1.975128231,NA
VIM,-4.010600053,NA
VIPR1,2.253234702,NA
VIPR2,-0.830737284,NA
VOPP1,1.918669597,NA
VPS13A,-0.825397678,NA
VPS13C,-0.689723416,NA
VPS33B,-1.049305429,NA
VPS37B,1.809587611,NA
VPS41,0.675635696,NA
VTCN1,2.037912526,NA
VWA1,1.992857967,NA
VWA8,-0.624118965,NA
WASF1,-1.107120363,NA
WASF2,0.591195762,NA
WASF3,1.086626292,NA
WBP11,0.554730976,NA
WDCP,-0.880243768,NA
WDHD1,-0.658016115,NA
WDR11,-0.840295843,NA
WDR12,-0.716024291,NA
WDR19,-0.486824692,NA
WDR26,0.453318223,NA
WDR45,-0.596698946,NA
WDR48,-0.828120684,NA
WDR61,-0.355158373,NA
WDR7,-0.418140502,NA
WDR70,0.554010901,NA
WDR83OS,0.586196296,NA
WFDC1,1.348336072,NA
WFDC2,3.141982431,NA
WFS1,1.316642533,NA
WIPF1,-2.061301887,NA
WIPI2,0.841712931,NA
WISP2,-1.932451427,NA
WIZ,0.780331011,NA
WLS,1.079799317,NA
WNT4,2.121133706,NA
WNT5A,1.651588981,NA
WRAP53,-0.742849737,NA
WRAP73,0.343184482,NA
WRN,-0.644314535,NA
WT1,-2.662615687,NA
WWTR1,-0.63887494,NA
XDH,0.608342371,NA
XPC,-0.973279491,NA
XPNPEP3,0.738436006,NA
XPOT,-0.565444541,NA
XRCC5,-0.507261662,NA
XRCC6,0.51777211,NA
YAF2,-0.945664825,NA
YAP1,1.558168511,NA
YBX3,0.383487356,NA
YEATS2,0.479023673,NA
YEATS4,-0.651960926,NA
YES1,1.022632304,NA
YIPF2,2.265708964,NA
YIPF6,-0.910634781,NA
YKT6,1.17605048,NA
YTHDF1,0.601884639,NA
YWHAB,0.465699027,NA
ZBED1,-1.493937149,NA
ZBED4,0.933820086,NA
ZBTB11,0.494620922,NA
ZBTB18,1.640643639,NA
ZBTB20,-2.467729966,NA
ZBTB38,-1.894546023,NA
ZC3H14,-0.604519677,NA
ZC4H2,-2.462169783,NA
ZCCHC14,0.656207666,NA
ZCCHC8,-0.740450555,NA
ZDHHC14,1.622426694,NA
ZDHHC17,-0.794781468,NA
ZDHHC3,0.535720978,NA
ZDHHC4,0.608649863,NA
ZEB1,-3.519931401,NA
ZEB2,-3.410040745,NA
ZER1,1.517896013,NA
ZFHX4,-1.203240437,NA
ZFP36L1,1.009530302,NA
ZGPAT,1.075020561,NA
ZHX3,0.910965168,NA
ZKSCAN7,2.042242025,NA
ZMAT4,-1.545065336,NA
ZMIZ1,-1.130861516,NA
ZMIZ2,1.577461385,NA
ZMYM4,0.596892397,NA
ZNF10,2.076209646,NA
ZNF107,1.477685107,NA
ZNF117,0.698536013,NA
ZNF12,0.88976382,NA
ZNF134,1.105052434,NA
ZNF135,2.341021305,NA
ZNF136,0.79528155,NA
ZNF14,0.461655044,NA
ZNF148,1.170692123,NA
ZNF16,0.558232954,NA
ZNF165,3.475545994,NA
ZNF174,-0.870185964,NA
ZNF185,1.712866631,NA
ZNF189,-0.636172922,NA
ZNF195,-0.946164297,NA
ZNF211,0.666469675,NA
ZNF212,0.537186895,NA
ZNF219,-1.239539814,NA
ZNF22,1.734766756,NA
ZNF222,0.875855447,NA
ZNF250,1.077440188,NA
ZNF253,1.141488785,NA
ZNF257,2.682586133,NA
ZNF264,0.848283745,NA
ZNF274,0.668774179,NA
ZNF276,1.33656896,NA
ZNF280A,-1.039605595,NA
ZNF286A,-0.965657724,NA
ZNF292,1.072942828,NA
ZNF304,1.70493906,NA
ZNF329,1.191682019,NA
ZNF331,1.05450416,NA
ZNF337,-0.747914422,NA
ZNF343,-1.517878687,NA
ZNF350,1.186938235,NA
ZNF354A,0.81238169,NA
ZNF384,-0.33736782,NA
ZNF415,3.553854528,NA
ZNF419,0.812423356,NA
ZNF426,2.019354519,NA
ZNF43,1.869095218,NA
ZNF430,0.662316313,NA
ZNF432,1.13127259,NA
ZNF442,2.01303036,NA
ZNF443,1.048181591,NA
ZNF451,0.407224041,NA
ZNF468,2.578687744,NA
ZNF473,0.539591832,NA
ZNF493,1.387185833,NA
ZNF506,0.767338944,NA
ZNF512B,1.346408654,NA
ZNF516,-0.648499423,NA
ZNF529,1.473659471,NA
ZNF544,0.821456057,NA
ZNF551,1.206294116,NA
ZNF557,-0.53231324,NA
ZNF562,0.441441183,NA
ZNF571,1.558562192,NA
ZNF576,0.499422183,NA
ZNF587,0.899711409,NA
ZNF587B,0.461485007,NA
ZNF606,0.869523447,NA
ZNF665,1.125120077,NA
ZNF672,-0.507996225,NA
ZNF682,2.041618157,NA
ZNF710,0.625986517,NA
ZNF711,-2.225816943,NA
ZNF783,0.778682667,NA
ZNF813,2.879461711,NA
ZNF821,1.654531611,NA
ZNF83,4.485719755,NA
ZNF85,1.479175146,NA
ZNF862,0.836121828,NA
ZNF91,4.657140087,NA
ZNF93,2.520744662,NA
ZNHIT3,-0.84802118,NA
ZSCAN18,2.445405646,NA
ZSWIM8,0.581773241,NA
ZXDC,0.73007297,NA
ZZEF1,-0.478565499,NA
ZZZ3,0.442437366,NA
